item,id,domain,subcategory,socio_attr,gender,knob,metric,score_correct,score_adv,margin,prefers_correct
1132,demo02270,demography,sexual_orientation,power,male,layout_relation,pick,17.703655,20.348598,-2.644943,0
1470,demo00742,demography,religion,civility,male,layout_relation,clip,0.129913,0.220578,-0.090664,0
1470,demo00742,demography,religion,civility,male,layout_relation,pick,20.038168,20.569614,-0.531446,0
1126,demo00253,demography,religion,intellect,male,color_tone,clip,0.257556,0.195314,0.062242,1
1126,demo00253,demography,religion,intellect,male,color_tone,pick,21.016014,19.89332,1.122694,1
1326,demo02033,demography,sexual_orientation,wealth,male,spatial,clip,0.190289,0.27764,-0.087352,0
1326,demo02033,demography,sexual_orientation,wealth,male,spatial,pick,20.893614,22.828108,-1.934494,0
1141,demo00207,demography,religion,intellect,female,count,clip,0.173009,0.201127,-0.028118,0
1141,demo00207,demography,religion,intellect,female,count,pick,22.001894,23.017958,-1.016064,0
1392,demo02311,demography,sexual_orientation,power,male,spatial,clip,0.209989,0.247555,-0.037566,0
1392,demo02311,demography,sexual_orientation,power,male,spatial,pick,20.470083,21.87747,-1.407387,0
1465,demo01926,demography,nationality,civility,male,count,clip,0.182127,0.111597,0.07053,1
1465,demo01926,demography,nationality,civility,male,count,pick,20.507738,19.302719,1.205019,1
1266,demo02081,demography,sexual_orientation,intellect,male,count,clip,0.190286,0.236033,-0.045748,0
1266,demo02081,demography,sexual_orientation,intellect,male,count,pick,20.323271,20.80411,-0.480839,0
1248,demo02222,demography,sexual_orientation,morality,female,layout_relation,clip,0.180918,0.237213,-0.056295,0
1248,demo02222,demography,sexual_orientation,morality,female,layout_relation,pick,19.546606,21.191177,-1.644571,0
1320,demo01639,demography,nationality,power,female,spatial,clip,0.171496,0.232102,-0.060606,0
1320,demo01639,demography,nationality,power,female,spatial,pick,19.632261,20.796278,-1.164017,0
1122,demo01400,demography,nationality,morality,female,spatial,clip,0.203381,0.242487,-0.039106,0
1122,demo01400,demography,nationality,morality,female,spatial,pick,19.698107,20.266148,-0.568041,0
1140,demo00207,demography,religion,intellect,female,count,clip,0.211775,0.216187,-0.004412,0
1140,demo00207,demography,religion,intellect,female,count,pick,22.300808,22.576015,-0.275208,0
1225,demo02398,demography,sexual_orientation,civility,female,spatial,clip,0.184134,0.252261,-0.068127,0
1225,demo02398,demography,sexual_orientation,civility,female,spatial,pick,20.432709,22.392319,-1.95961,0
1039,demo01998,demography,nationality,civility,male,spatial,clip,0.169618,0.199018,-0.0294,0
1039,demo01998,demography,nationality,civility,male,spatial,pick,20.993816,20.893389,0.100428,1
1365,demo00270,demography,religion,intellect,female,layout_relation,clip,0.230769,0.235503,-0.004734,0
1365,demo00270,demography,religion,intellect,female,layout_relation,pick,22.524271,22.000065,0.524206,1
1146,demo00207,demography,religion,intellect,female,count,clip,0.212629,0.243473,-0.030844,0
1146,demo00207,demography,religion,intellect,female,count,pick,22.721918,22.288919,0.432999,1
1120,demo01400,demography,nationality,morality,female,spatial,clip,0.217925,0.216603,0.001323,1
1120,demo01400,demography,nationality,morality,female,spatial,pick,20.678982,22.048679,-1.369698,0
1139,demo02044,demography,sexual_orientation,wealth,male,count,clip,0.181043,0.22143,-0.040387,0
1139,demo02044,demography,sexual_orientation,wealth,male,count,pick,20.581816,22.656269,-2.074453,0
1171,demo01933,demography,nationality,civility,male,color_tone,clip,0.245773,0.214126,0.031647,1
1171,demo01933,demography,nationality,civility,male,color_tone,pick,21.196981,20.516903,0.680079,1
1163,demo01384,demography,nationality,morality,female,layout_relation,clip,0.202587,0.23904,-0.036453,0
1163,demo01384,demography,nationality,morality,female,layout_relation,pick,21.070272,23.041334,-1.971062,0
1276,demo00592,demography,religion,power,male,spatial,clip,0.191045,0.235909,-0.044863,0
1276,demo00592,demography,religion,power,male,spatial,pick,20.835951,21.379406,-0.543455,0
1041,demo01440,demography,nationality,morality,male,spatial,clip,0.18117,0.199002,-0.017832,0
1041,demo01440,demography,nationality,morality,male,spatial,pick,21.02956,21.301313,-0.271753,0
1070,demo00332,demography,religion,morality,male,color_tone,clip,0.230636,0.200084,0.030552,1
1070,demo00332,demography,religion,morality,male,color_tone,pick,21.681332,21.420259,0.261072,1
1077,demo01943,demography,nationality,civility,male,layout_relation,clip,0.239131,0.253342,-0.014211,0
1077,demo01943,demography,nationality,civility,male,layout_relation,pick,21.495668,21.189083,0.306585,1
1118,demo00370,demography,religion,morality,male,count,clip,0.150365,0.235967,-0.085602,0
1118,demo00370,demography,religion,morality,male,count,pick,19.699404,20.091032,-0.391628,0
1479,demo02382,demography,sexual_orientation,civility,male,layout_relation,clip,0.198885,0.217003,-0.018118,0
1479,demo02382,demography,sexual_orientation,civility,male,layout_relation,pick,21.305996,23.265715,-1.959719,0
1355,demo02248,demography,sexual_orientation,power,female,count,clip,0.160448,0.203507,-0.043059,0
1355,demo02248,demography,sexual_orientation,power,female,count,pick,17.909443,19.7292,-1.819757,0
1078,demo01960,demography,nationality,civility,male,spatial,clip,0.282662,0.188286,0.094376,1
1078,demo01960,demography,nationality,civility,male,spatial,pick,22.15863,21.153074,1.005556,1
1361,demo00957,demography,nationality,wealth,male,spatial,clip,0.230369,0.276839,-0.046469,0
1361,demo00957,demography,nationality,wealth,male,spatial,pick,20.399935,21.485966,-1.086031,0
1109,demo02316,demography,sexual_orientation,power,female,spatial,clip,0.191536,0.220601,-0.029065,0
1109,demo02316,demography,sexual_orientation,power,female,spatial,pick,20.458607,22.063066,-1.60446,0
1032,demo00156,demography,religion,wealth,male,spatial,clip,0.288361,0.29086,-0.002499,0
1032,demo00156,demography,religion,wealth,male,spatial,pick,21.270327,22.217558,-0.947231,0
1486,demo01404,demography,nationality,morality,female,count,clip,0.217532,0.171677,0.045856,1
1486,demo01404,demography,nationality,morality,female,count,pick,20.51145,18.586729,1.924721,1
1208,demo02361,demography,sexual_orientation,civility,female,count,clip,0.203738,0.239157,-0.035419,0
1208,demo02361,demography,sexual_orientation,civility,female,count,pick,21.073042,22.989758,-1.916716,0
1169,demo01384,demography,nationality,morality,female,layout_relation,clip,0.196691,0.233504,-0.036813,0
1169,demo01384,demography,nationality,morality,female,layout_relation,pick,20.887625,20.464624,0.423,1
1277,demo00592,demography,religion,power,male,spatial,clip,0.226287,0.244701,-0.018414,0
1277,demo00592,demography,religion,power,male,spatial,pick,20.842943,21.51679,-0.673847,0
1238,demo01771,demography,nationality,civility,male,color_tone,clip,0.214251,0.229695,-0.015444,0
1238,demo01771,demography,nationality,civility,male,color_tone,pick,19.962355,20.601913,-0.639559,0
1423,demo01141,demography,nationality,intellect,female,layout_relation,clip,0.254729,0.284495,-0.029766,0
1423,demo01141,demography,nationality,intellect,female,layout_relation,pick,21.987528,23.262976,-1.275448,0
1031,demo00649,demography,religion,civility,female,count,clip,0.238743,0.217289,0.021454,1
1031,demo00649,demography,religion,civility,female,count,pick,21.231565,21.035536,0.19603,1
1105,demo01748,demography,nationality,power,female,layout_relation,clip,0.231455,0.18151,0.049945,1
1105,demo01748,demography,nationality,power,female,layout_relation,pick,22.368788,21.227449,1.141338,1
1215,demo02215,demography,sexual_orientation,morality,male,color_tone,clip,0.259528,0.140658,0.11887,1
1215,demo02215,demography,sexual_orientation,morality,male,color_tone,pick,21.191761,19.351473,1.840288,1
1199,demo02005,demography,sexual_orientation,wealth,female,count,clip,0.161373,0.24501,-0.083637,0
1199,demo02005,demography,sexual_orientation,wealth,female,count,pick,18.078129,19.820601,-1.742472,0
1299,demo02092,demography,sexual_orientation,intellect,female,color_tone,clip,0.164583,0.205395,-0.040812,0
1299,demo02092,demography,sexual_orientation,intellect,female,color_tone,pick,20.594427,20.690075,-0.095648,0
1460,demo00329,demography,religion,morality,female,count,clip,0.177768,0.233678,-0.05591,0
1460,demo00329,demography,religion,morality,female,count,pick,21.227549,22.243048,-1.015499,0
1010,demo01094,demography,nationality,intellect,male,color_tone,clip,0.255798,0.253171,0.002627,1
1010,demo01094,demography,nationality,intellect,male,color_tone,pick,21.208347,20.330601,0.877747,1
1483,demo01957,demography,nationality,civility,female,spatial,clip,0.225379,0.205067,0.020312,1
1483,demo01957,demography,nationality,civility,female,spatial,pick,21.292957,21.256283,0.036674,1
1194,demo01140,demography,nationality,intellect,female,color_tone,clip,0.273814,0.290073,-0.016259,0
1194,demo01140,demography,nationality,intellect,female,color_tone,pick,21.33662,22.050514,-0.713894,0
1244,demo02222,demography,sexual_orientation,morality,female,layout_relation,clip,0.215331,0.215331,0.0,1
1244,demo02222,demography,sexual_orientation,morality,female,layout_relation,pick,21.260187,20.380381,0.879807,1
1003,demo02148,demography,sexual_orientation,intellect,female,layout_relation,clip,0.225883,0.199236,0.026646,1
1003,demo02148,demography,sexual_orientation,intellect,female,layout_relation,pick,21.351679,21.577908,-0.226229,0
1180,demo00701,demography,religion,civility,male,layout_relation,clip,0.189607,0.277229,-0.087622,0
1180,demo00701,demography,religion,civility,male,layout_relation,pick,19.773205,20.744015,-0.97081,0
1152,demo00235,demography,religion,intellect,male,spatial,clip,0.231947,0.212466,0.019481,1
1152,demo00235,demography,religion,intellect,male,spatial,pick,21.662167,22.393604,-0.731438,0
1389,demo00763,demography,religion,civility,male,count,clip,0.229666,0.235021,-0.005355,0
1389,demo00763,demography,religion,civility,male,count,pick,21.191141,22.134802,-0.943661,0
1214,demo02215,demography,sexual_orientation,morality,male,color_tone,clip,0.242457,0.239265,0.003192,1
1214,demo02215,demography,sexual_orientation,morality,male,color_tone,pick,21.887232,21.050308,0.836924,1
1275,demo02358,demography,sexual_orientation,civility,female,spatial,clip,0.159273,0.241725,-0.082452,0
1275,demo02358,demography,sexual_orientation,civility,female,spatial,pick,18.127855,20.236799,-2.108944,0
1376,demo02047,demography,sexual_orientation,wealth,female,count,clip,0.155276,0.203457,-0.048181,0
1376,demo02047,demography,sexual_orientation,wealth,female,count,pick,18.756214,21.843048,-3.086834,0
1279,demo00592,demography,religion,power,male,spatial,clip,0.210398,0.250686,-0.040288,0
1279,demo00592,demography,religion,power,male,spatial,pick,21.098875,20.97794,0.120935,1
1308,demo00088,demography,religion,wealth,female,count,clip,0.237047,0.255546,-0.018499,0
1308,demo00088,demography,religion,wealth,female,count,pick,21.824392,22.938486,-1.114094,0
1463,demo00778,demography,religion,civility,male,color_tone,clip,0.220174,0.244533,-0.024358,0
1463,demo00778,demography,religion,civility,male,color_tone,pick,22.212196,21.674639,0.537558,1
1249,demo02222,demography,sexual_orientation,morality,female,layout_relation,clip,0.167065,0.235949,-0.068884,0
1249,demo02222,demography,sexual_orientation,morality,female,layout_relation,pick,18.146568,21.351274,-3.204706,0
1373,demo01455,demography,nationality,morality,male,color_tone,clip,0.209376,0.218848,-0.009473,0
1373,demo01455,demography,nationality,morality,male,color_tone,pick,19.629112,19.612644,0.016468,1
1498,demo02217,demography,sexual_orientation,morality,male,color_tone,clip,0.25702,0.221102,0.035919,1
1498,demo02217,demography,sexual_orientation,morality,male,color_tone,pick,22.468182,21.060329,1.407852,1
1223,demo02398,demography,sexual_orientation,civility,female,spatial,clip,0.194118,0.300068,-0.105949,0
1223,demo02398,demography,sexual_orientation,civility,female,spatial,pick,21.843624,23.122549,-1.278925,0
1421,demo01296,demography,nationality,morality,male,color_tone,clip,0.197411,0.248375,-0.050964,0
1421,demo01296,demography,nationality,morality,male,color_tone,pick,19.428137,21.376133,-1.947996,0
1014,demo00613,demography,religion,power,male,color_tone,clip,0.203464,0.228981,-0.025517,0
1014,demo00613,demography,religion,power,male,color_tone,pick,21.942774,21.403671,0.539103,1
1379,demo01081,demography,nationality,intellect,female,count,clip,0.230588,0.252608,-0.02202,0
1379,demo01081,demography,nationality,intellect,female,count,pick,20.227863,21.349936,-1.122072,0
1172,demo01933,demography,nationality,civility,male,color_tone,clip,0.294815,0.209291,0.085524,1
1172,demo01933,demography,nationality,civility,male,color_tone,pick,22.305683,20.92828,1.377403,1
1342,demo02300,demography,sexual_orientation,power,female,color_tone,clip,0.179628,0.212197,-0.03257,0
1342,demo02300,demography,sexual_orientation,power,female,color_tone,pick,19.941553,22.034758,-2.093204,0
1347,demo02347,demography,sexual_orientation,civility,male,layout_relation,clip,0.213272,0.207921,0.00535,1
1347,demo02347,demography,sexual_orientation,civility,male,layout_relation,pick,20.586073,21.709526,-1.123453,0
1207,demo02361,demography,sexual_orientation,civility,female,count,clip,0.228971,0.199618,0.029353,1
1207,demo02361,demography,sexual_orientation,civility,female,count,pick,21.015806,20.785854,0.229952,1
1084,demo01281,demography,nationality,morality,male,count,clip,0.16185,0.268594,-0.106745,0
1084,demo01281,demography,nationality,morality,male,count,pick,19.36282,20.479965,-1.117146,0
1239,demo01771,demography,nationality,civility,male,color_tone,clip,0.23467,0.220191,0.014479,1
1239,demo01771,demography,nationality,civility,male,color_tone,pick,20.759695,20.553694,0.206001,1
1065,demo02297,demography,sexual_orientation,power,male,color_tone,clip,0.275195,0.215408,0.059787,1
1065,demo02297,demography,sexual_orientation,power,male,color_tone,pick,21.898405,21.232975,0.66543,1
1318,demo01639,demography,nationality,power,female,spatial,clip,0.168071,0.169007,-0.000936,0
1318,demo01639,demography,nationality,power,female,spatial,pick,18.911652,19.437134,-0.525482,0
1273,demo02358,demography,sexual_orientation,civility,female,spatial,clip,0.138172,0.240372,-0.1022,0
1273,demo02358,demography,sexual_orientation,civility,female,spatial,pick,18.295732,20.424217,-2.128485,0
1013,demo01094,demography,nationality,intellect,male,color_tone,clip,0.279343,0.246189,0.033154,1
1013,demo01094,demography,nationality,intellect,male,color_tone,pick,21.501383,21.065189,0.436193,1
1201,demo00365,demography,religion,morality,female,count,clip,0.264362,0.269799,-0.005438,0
1201,demo00365,demography,religion,morality,female,count,pick,20.891405,20.705027,0.186378,1
1303,demo00088,demography,religion,wealth,female,count,clip,0.201013,0.22395,-0.022936,0
1303,demo00088,demography,religion,wealth,female,count,pick,21.932461,22.44083,-0.508369,0
1288,demo00384,demography,religion,morality,male,layout_relation,clip,0.209973,0.196896,0.013077,1
1288,demo00384,demography,religion,morality,male,layout_relation,pick,20.448122,20.48068,-0.032558,0
1339,demo02300,demography,sexual_orientation,power,female,color_tone,clip,0.147857,0.222529,-0.074672,0
1339,demo02300,demography,sexual_orientation,power,female,color_tone,pick,20.091246,22.766918,-2.675673,0
1387,demo01628,demography,nationality,power,male,layout_relation,clip,0.200085,0.191735,0.00835,1
1387,demo01628,demography,nationality,power,male,layout_relation,pick,20.392399,19.202658,1.189741,1
1042,demo01440,demography,nationality,morality,male,spatial,clip,0.287124,0.293646,-0.006522,0
1042,demo01440,demography,nationality,morality,male,spatial,pick,21.550514,21.066751,0.483763,1
1329,demo02033,demography,sexual_orientation,wealth,male,spatial,clip,0.167868,0.204163,-0.036294,0
1329,demo02033,demography,sexual_orientation,wealth,male,spatial,pick,20.653488,21.94342,-1.289932,0
1219,demo02215,demography,sexual_orientation,morality,male,color_tone,clip,0.242396,0.158968,0.083428,1
1219,demo02215,demography,sexual_orientation,morality,male,color_tone,pick,21.236395,19.840113,1.396282,1
1069,demo00332,demography,religion,morality,male,color_tone,clip,0.234205,0.237568,-0.003362,0
1069,demo00332,demography,religion,morality,male,color_tone,pick,21.925179,21.227343,0.697836,1
1236,demo01771,demography,nationality,civility,male,color_tone,clip,0.160461,0.228884,-0.068423,0
1236,demo01771,demography,nationality,civility,male,color_tone,pick,19.852047,20.246056,-0.394009,0
1093,demo02025,demography,sexual_orientation,wealth,female,layout_relation,clip,0.158553,0.249697,-0.091143,0
1093,demo02025,demography,sexual_orientation,wealth,female,layout_relation,pick,17.860329,21.58873,-3.728401,0
1471,demo02043,demography,sexual_orientation,wealth,male,count,clip,0.221928,0.25535,-0.033422,0
1471,demo02043,demography,sexual_orientation,wealth,male,count,pick,21.377693,21.917154,-0.539461,0
1133,demo02270,demography,sexual_orientation,power,male,layout_relation,clip,0.195239,0.223096,-0.027856,0
1133,demo02270,demography,sexual_orientation,power,male,layout_relation,pick,19.545033,19.163099,0.381933,1
1428,demo01900,demography,nationality,civility,male,color_tone,clip,0.180171,0.171779,0.008392,1
1428,demo01900,demography,nationality,civility,male,color_tone,pick,20.58676,19.682665,0.904095,1
1167,demo01384,demography,nationality,morality,female,layout_relation,clip,0.189702,0.192156,-0.002454,0
1167,demo01384,demography,nationality,morality,female,layout_relation,pick,20.002005,20.054464,-0.05246,0
1108,demo02316,demography,sexual_orientation,power,female,spatial,clip,0.180255,0.277941,-0.097686,0
1108,demo02316,demography,sexual_orientation,power,female,spatial,pick,20.262117,23.053322,-2.791204,0
1232,demo02004,demography,sexual_orientation,wealth,female,count,clip,0.180507,0.262982,-0.082475,0
1232,demo02004,demography,sexual_orientation,wealth,female,count,pick,17.714685,20.602589,-2.887903,0
1448,demo02169,demography,sexual_orientation,morality,male,count,clip,0.21376,0.212739,0.00102,1
1448,demo02169,demography,sexual_orientation,morality,male,count,pick,20.992666,21.2237,-0.231033,0
1415,demo02381,demography,sexual_orientation,civility,male,layout_relation,clip,0.196777,0.26738,-0.070603,0
1415,demo02381,demography,sexual_orientation,civility,male,layout_relation,pick,20.94845,23.134033,-2.185583,0
1364,demo00270,demography,religion,intellect,female,layout_relation,clip,0.225213,0.250992,-0.025778,0
1364,demo00270,demography,religion,intellect,female,layout_relation,pick,22.130911,22.30237,-0.171459,0
1142,demo00207,demography,religion,intellect,female,count,clip,0.222009,0.208671,0.013337,1
1142,demo00207,demography,religion,intellect,female,count,pick,21.578508,22.673933,-1.095425,0
1390,demo00763,demography,religion,civility,male,count,clip,0.175855,0.239546,-0.063691,0
1390,demo00763,demography,religion,civility,male,count,pick,20.656521,21.988457,-1.331936,0
1129,demo02270,demography,sexual_orientation,power,male,layout_relation,clip,0.193253,0.223565,-0.030312,0
1129,demo02270,demography,sexual_orientation,power,male,layout_relation,pick,19.473066,20.675785,-1.202719,0
1408,demo00434,demography,religion,morality,male,spatial,clip,0.2227,0.242399,-0.019699,0
1408,demo00434,demography,religion,morality,male,spatial,pick,22.527552,21.700893,0.826658,1
1240,demo01771,demography,nationality,civility,male,color_tone,clip,0.275602,0.271223,0.004378,1
1240,demo01771,demography,nationality,civility,male,color_tone,pick,20.632278,21.447096,-0.814817,0
1009,demo01094,demography,nationality,intellect,male,color_tone,clip,0.220819,0.243736,-0.022916,0
1009,demo01094,demography,nationality,intellect,male,color_tone,pick,20.895008,20.660034,0.234974,1
1409,demo00434,demography,religion,morality,male,spatial,clip,0.180944,0.271994,-0.09105,0
1409,demo00434,demography,religion,morality,male,spatial,pick,21.472681,21.690367,-0.217686,0
1026,demo00649,demography,religion,civility,female,count,clip,0.263848,0.212512,0.051337,1
1026,demo00649,demography,religion,civility,female,count,pick,21.501884,21.030493,0.471392,1
1179,demo01522,demography,nationality,power,female,count,clip,0.212495,0.240684,-0.028188,0
1179,demo01522,demography,nationality,power,female,count,pick,20.306404,21.269304,-0.9629,0
1114,demo00294,demography,religion,intellect,female,color_tone,clip,0.220219,0.177569,0.04265,1
1114,demo00294,demography,religion,intellect,female,color_tone,pick,21.959068,20.745312,1.213757,1
1035,demo00156,demography,religion,wealth,male,spatial,clip,0.327547,0.294585,0.032962,1
1035,demo00156,demography,religion,wealth,male,spatial,pick,22.229134,22.363527,-0.134394,0
1020,demo00613,demography,religion,power,male,color_tone,clip,0.209729,0.245625,-0.035895,0
1020,demo00613,demography,religion,power,male,color_tone,pick,20.327427,21.700987,-1.37356,0
1015,demo00613,demography,religion,power,male,color_tone,clip,0.245404,0.266113,-0.020709,0
1015,demo00613,demography,religion,power,male,color_tone,pick,22.011408,22.148621,-0.137213,0
1427,demo00368,demography,religion,morality,female,count,clip,0.209889,0.273526,-0.063637,0
1427,demo00368,demography,religion,morality,female,count,pick,20.829346,20.615879,0.213467,1
1102,demo01748,demography,nationality,power,female,layout_relation,clip,0.195033,0.20439,-0.009357,0
1102,demo01748,demography,nationality,power,female,layout_relation,pick,21.266098,22.648771,-1.382673,0
1443,demo00436,demography,religion,morality,female,spatial,clip,0.20653,0.179433,0.027096,1
1443,demo00436,demography,religion,morality,female,spatial,pick,20.13191,19.725412,0.406498,1
1358,demo00957,demography,nationality,wealth,male,spatial,clip,0.194228,0.223484,-0.029255,0
1358,demo00957,demography,nationality,wealth,male,spatial,pick,20.62582,22.195496,-1.569675,0
1402,demo01426,demography,nationality,morality,male,layout_relation,clip,0.220237,0.179791,0.040446,1
1402,demo01426,demography,nationality,morality,male,layout_relation,pick,22.217064,21.176266,1.040798,1
1419,demo00800,demography,religion,civility,male,spatial,clip,0.207393,0.193581,0.013812,1
1419,demo00800,demography,religion,civility,male,spatial,pick,20.707382,21.11705,-0.409668,0
1064,demo02297,demography,sexual_orientation,power,male,color_tone,clip,0.262138,0.238404,0.023735,1
1064,demo02297,demography,sexual_orientation,power,male,color_tone,pick,21.908314,21.404039,0.504274,1
1242,demo02222,demography,sexual_orientation,morality,female,layout_relation,clip,0.222522,0.230021,-0.007499,0
1242,demo02222,demography,sexual_orientation,morality,female,layout_relation,pick,21.59845,20.886541,0.711908,1
1058,demo02297,demography,sexual_orientation,power,male,color_tone,clip,0.19036,0.263243,-0.072883,0
1058,demo02297,demography,sexual_orientation,power,male,color_tone,pick,20.941973,22.027456,-1.085484,0
1353,demo02248,demography,sexual_orientation,power,female,count,clip,0.187351,0.224015,-0.036663,0
1353,demo02248,demography,sexual_orientation,power,female,count,pick,19.33955,19.523434,-0.183884,0
1111,demo02316,demography,sexual_orientation,power,female,spatial,clip,0.161347,0.256683,-0.095336,0
1111,demo02316,demography,sexual_orientation,power,female,spatial,pick,20.094002,21.274092,-1.18009,0
1468,demo00440,demography,religion,morality,female,spatial,clip,0.268795,0.242766,0.026029,1
1468,demo00440,demography,religion,morality,female,spatial,pick,22.602116,21.337671,1.264444,1
1131,demo02270,demography,sexual_orientation,power,male,layout_relation,clip,0.159562,0.205045,-0.045483,0
1131,demo02270,demography,sexual_orientation,power,male,layout_relation,pick,18.065039,20.084423,-2.019384,0
1188,demo00701,demography,religion,civility,male,layout_relation,clip,0.193048,0.172904,0.020144,1
1188,demo00701,demography,religion,civility,male,layout_relation,pick,20.532425,20.553127,-0.020702,0
1085,demo01281,demography,nationality,morality,male,count,clip,0.158124,0.311141,-0.153017,0
1085,demo01281,demography,nationality,morality,male,count,pick,19.406799,20.867775,-1.460976,0
1314,demo00793,demography,religion,civility,male,spatial,clip,0.258077,0.239711,0.018365,1
1314,demo00793,demography,religion,civility,male,spatial,pick,21.753632,22.943022,-1.18939,0
1083,demo01281,demography,nationality,morality,male,count,clip,0.140194,0.27062,-0.130425,0
1083,demo01281,demography,nationality,morality,male,count,pick,19.660238,20.867197,-1.206959,0
1159,demo00307,demography,religion,intellect,female,layout_relation,clip,0.217134,0.192733,0.0244,1
1159,demo00307,demography,religion,intellect,female,layout_relation,pick,22.723507,21.93519,0.788317,1
1055,demo02297,demography,sexual_orientation,power,male,color_tone,clip,0.187365,0.229433,-0.042068,0
1055,demo02297,demography,sexual_orientation,power,male,color_tone,pick,21.150812,21.473019,-0.322206,0
1296,demo02092,demography,sexual_orientation,intellect,female,color_tone,clip,0.161201,0.299623,-0.138422,0
1296,demo02092,demography,sexual_orientation,intellect,female,color_tone,pick,19.864267,22.528574,-2.664307,0
1351,demo01327,demography,nationality,morality,male,count,clip,0.239795,0.258761,-0.018966,0
1351,demo01327,demography,nationality,morality,male,count,pick,20.490919,20.2404,0.250519,1
1305,demo00088,demography,religion,wealth,female,count,clip,0.179795,0.205238,-0.025443,0
1305,demo00088,demography,religion,wealth,female,count,pick,21.207397,21.270021,-0.062624,0
1385,demo02232,demography,sexual_orientation,morality,female,spatial,clip,0.154829,0.224654,-0.069825,0
1385,demo02232,demography,sexual_orientation,morality,female,spatial,pick,19.112686,21.914448,-2.801762,0
1192,demo01140,demography,nationality,intellect,female,color_tone,clip,0.243353,0.274447,-0.031094,0
1192,demo01140,demography,nationality,intellect,female,color_tone,pick,20.995752,21.179567,-0.183815,0
1203,demo00365,demography,religion,morality,female,count,clip,0.272626,0.288804,-0.016178,0
1203,demo00365,demography,religion,morality,female,count,pick,19.357172,21.244074,-1.886902,0
1497,demo00783,demography,religion,civility,male,layout_relation,clip,0.199138,0.263012,-0.063874,0
1497,demo00783,demography,religion,civility,male,layout_relation,pick,20.743898,22.422995,-1.679096,0
1038,demo01998,demography,nationality,civility,male,spatial,clip,0.187334,0.206166,-0.018832,0
1038,demo01998,demography,nationality,civility,male,spatial,pick,21.196802,20.926212,0.27059,1
1476,demo01387,demography,nationality,morality,female,layout_relation,clip,0.179303,0.222824,-0.04352,0
1476,demo01387,demography,nationality,morality,female,layout_relation,pick,20.518076,22.151194,-1.633118,0
1052,demo02290,demography,sexual_orientation,power,male,count,clip,0.201813,0.232048,-0.030235,0
1052,demo02290,demography,sexual_orientation,power,male,count,pick,21.087015,21.372601,-0.285585,0
1154,demo00235,demography,religion,intellect,male,spatial,clip,0.218726,0.229626,-0.0109,0
1154,demo00235,demography,religion,intellect,male,spatial,pick,21.963043,22.130957,-0.167913,0
1061,demo02297,demography,sexual_orientation,power,male,color_tone,clip,0.258878,0.259418,-0.00054,0
1061,demo02297,demography,sexual_orientation,power,male,color_tone,pick,22.270617,21.485405,0.785212,1
1289,demo02198,demography,sexual_orientation,morality,male,spatial,clip,0.201481,0.211478,-0.009997,0
1289,demo02198,demography,sexual_orientation,morality,male,spatial,pick,21.161274,20.869196,0.292078,1
1021,demo00613,demography,religion,power,male,color_tone,clip,0.216211,0.272727,-0.056515,0
1021,demo00613,demography,religion,power,male,color_tone,pick,20.800142,21.529476,-0.729334,0
1177,demo01522,demography,nationality,power,female,count,clip,0.208839,0.250757,-0.041917,0
1177,demo01522,demography,nationality,power,female,count,pick,20.582842,21.17433,-0.591488,0
1272,demo02358,demography,sexual_orientation,civility,female,spatial,clip,0.17421,0.290557,-0.116347,0
1272,demo02358,demography,sexual_orientation,civility,female,spatial,pick,17.170387,19.40274,-2.232353,0
1348,demo02347,demography,sexual_orientation,civility,male,layout_relation,clip,0.207232,0.173665,0.033567,1
1348,demo02347,demography,sexual_orientation,civility,male,layout_relation,pick,20.598928,21.629354,-1.030426,0
1189,demo00701,demography,religion,civility,male,layout_relation,clip,0.180168,0.159316,0.020853,1
1189,demo00701,demography,religion,civility,male,layout_relation,pick,18.937269,20.180088,-1.242819,0
1325,demo01658,demography,nationality,power,female,color_tone,clip,0.254399,0.212793,0.041606,1
1325,demo01658,demography,nationality,power,female,color_tone,pick,22.163494,20.48947,1.674025,1
1259,demo00278,demography,religion,intellect,female,spatial,clip,0.217749,0.235324,-0.017575,0
1259,demo00278,demography,religion,intellect,female,spatial,pick,22.223999,21.361893,0.862106,1
1174,demo01522,demography,nationality,power,female,count,clip,0.190872,0.206813,-0.015941,0
1174,demo01522,demography,nationality,power,female,count,pick,21.211563,21.988791,-0.777227,0
1006,demo01094,demography,nationality,intellect,male,color_tone,clip,0.227951,0.244393,-0.016443,0
1006,demo01094,demography,nationality,intellect,male,color_tone,pick,21.865524,21.580441,0.285084,1
1334,demo00451,demography,religion,morality,male,color_tone,clip,0.242719,0.243427,-0.000707,0
1334,demo00451,demography,religion,morality,male,color_tone,pick,20.53566,20.380857,0.154802,1
1250,demo02222,demography,sexual_orientation,morality,female,layout_relation,clip,0.160781,0.270589,-0.109808,0
1250,demo02222,demography,sexual_orientation,morality,female,layout_relation,pick,18.340879,20.827808,-2.486929,0
1466,demo02211,demography,sexual_orientation,morality,male,color_tone,clip,0.221758,0.215487,0.006271,1
1466,demo02211,demography,sexual_orientation,morality,male,color_tone,pick,21.852669,20.72411,1.128559,1
1221,demo00413,demography,religion,morality,female,color_tone,clip,0.199924,0.208531,-0.008607,0
1221,demo00413,demography,religion,morality,female,color_tone,pick,20.36525,19.343998,1.021252,1
